sale_id,date,product_id,store_id,quantity_sold,selling_price
SALE000607,2026-03-04,P109,S1,4,50
SALE000608,2026-03-04,P110,S1,6,120
SALE000609,2026-03-04,P111,S1,5,250
SALE000610,2026-03-04,P112,S1,7,40
SALE000611,2026-03-04,P113,S1,7,120
SALE000612,2026-03-04,P115,S1,5,35
SALE000613,2026-03-04,P116,S1,1,40
SALE000614,2026-03-04,P117,S1,1,20
SALE000615,2026-03-04,P118,S1,6,180
SALE000616,2026-03-04,P119,S1,8,300
SALE000617,2026-03-04,P120,S1,6,400
SALE000618,2026-03-04,P101,S2,8,60
SALE000619,2026-03-04,P103,S2,2,80
SALE000620,2026-03-04,P104,S2,7,180
SALE000621,2026-03-04,P105,S2,5,90
SALE000622,2026-03-04,P106,S2,1,20
SALE000623,2026-03-04,P107,S2,10,50
SALE000624,2026-03-04,P108,S2,5,40
SALE000625,2026-03-04,P109,S2,5,50
SALE000626,2026-03-04,P110,S2,4,120
SALE000627,2026-03-04,P111,S2,4,250
SALE000628,2026-03-04,P112,S2,2,40
SALE000629,2026-03-04,P113,S2,6,120
SALE000630,2026-03-04,P115,S2,4,35
SALE000631,2026-03-04,P117,S2,1,20
SALE000632,2026-03-04,P118,S2,3,180
SALE000633,2026-03-04,P119,S2,6,300
SALE000634,2026-03-04,P120,S2,3,400
SALE000635,2026-03-04,P101,S3,9,60
SALE000636,2026-03-04,P102,S3,1,35
SALE000637,2026-03-04,P103,S3,2,80
SALE000638,2026-03-04,P104,S3,5,180
SALE000639,2026-03-04,P105,S3,5,90
SALE000640,2026-03-04,P106,S3,2,20
SALE000641,2026-03-04,P107,S3,7,50
SALE000642,2026-03-04,P108,S3,4,40
SALE000643,2026-03-04,P109,S3,3,50
SALE000644,2026-03-04,P110,S3,5,120
SALE000645,2026-03-04,P111,S3,3,250
SALE000646,2026-03-04,P112,S3,2,40
SALE000647,2026-03-04,P113,S3,3,120
SALE000648,2026-03-04,P115,S3,6,35
SALE000649,2026-03-04,P117,S3,1,20
SALE000650,2026-03-04,P118,S3,5,180
SALE000651,2026-03-04,P119,S3,5,300
SALE000652,2026-03-04,P120,S3,3,400
SALE000653,2026-03-05,P101,S1,8,60
SALE000654,2026-03-05,P103,S1,3,80
SALE000655,2026-03-05,P104,S1,5,180
SALE000656,2026-03-05,P105,S1,9,90
SALE000657,2026-03-05,P106,S1,1,20
SALE000658,2026-03-05,P107,S1,10,50
SALE000659,2026-03-05,P108,S1,7,40
SALE000660,2026-03-05,P109,S1,4,50
SALE000661,2026-03-05,P110,S1,4,120
SALE000662,2026-03-05,P111,S1,4,250
SALE000663,2026-03-05,P112,S1,8,40
SALE000664,2026-03-05,P113,S1,5,120
SALE000665,2026-03-05,P115,S1,4,35
SALE000666,2026-03-05,P116,S1,3,40
SALE000667,2026-03-05,P117,S1,2,20
SALE000668,2026-03-05,P118,S1,6,180
SALE000669,2026-03-05,P119,S1,6,300
SALE000670,2026-03-05,P120,S1,6,400
SALE000671,2026-03-05,P101,S2,8,60
SALE000672,2026-03-05,P103,S2,4,80
SALE000673,2026-03-05,P104,S2,5,180
SALE000674,2026-03-05,P105,S2,6,90
SALE000675,2026-03-05,P106,S2,1,20
SALE000676,2026-03-05,P107,S2,9,50
SALE000677,2026-03-05,P108,S2,3,40
SALE000678,2026-03-05,P109,S2,3,50
SALE000679,2026-03-05,P110,S2,3,120
SALE000680,2026-03-05,P111,S2,2,250
SALE000681,2026-03-05,P112,S2,4,40
SALE000682,2026-03-05,P113,S2,7,120
SALE000683,2026-03-05,P115,S2,3,35
SALE000684,2026-03-05,P116,S2,3,40
SALE000685,2026-03-05,P117,S2,1,20
SALE000686,2026-03-05,P118,S2,5,180
SALE000687,2026-03-05,P119,S2,4,300
SALE000688,2026-03-05,P120,S2,6,400
SALE000689,2026-03-05,P101,S3,8,60
SALE000690,2026-03-05,P103,S3,2,80
SALE000691,2026-03-05,P104,S3,4,180
SALE000692,2026-03-05,P105,S3,7,90
SALE000693,2026-03-05,P106,S3,2,20
SALE000694,2026-03-05,P107,S3,9,50
SALE000695,2026-03-05,P108,S3,3,40
SALE000696,2026-03-05,P109,S3,5,50
SALE000697,2026-03-05,P110,S3,3,120
SALE000698,2026-03-05,P111,S3,4,250
SALE000699,2026-03-05,P112,S3,4,40
SALE000700,2026-03-05,P113,S3,4,120
SALE000701,2026-03-05,P115,S3,2,35
SALE000702,2026-03-05,P116,S3,2,40
SALE000703,2026-03-05,P117,S3,2,20
SALE000704,2026-03-05,P118,S3,2,180
SALE000705,2026-03-05,P119,S3,4,300
SALE000706,2026-03-05,P120,S3,3,400
SALE000707,2026-03-06,P101,S1,9,60
SALE000708,2026-03-06,P103,S1,2,80
SALE000709,2026-03-06,P104,S1,5,180
SALE000710,2026-03-06,P105,S1,5,90
SALE000711,2026-03-06,P106,S1,1,20
SALE000712,2026-03-06,P107,S1,10,50
SALE000713,2026-03-06,P108,S1,3,40
SALE000714,2026-03-06,P109,S1,6,50
SALE000715,2026-03-06,P110,S1,5,120
SALE000716,2026-03-06,P111,S1,5,250
SALE000717,2026-03-06,P112,S1,2,40
SALE000718,2026-03-06,P113,S1,5,120
SALE000719,2026-03-06,P115,S1,8,35
SALE000720,2026-03-06,P116,S1,1,40
SALE000721,2026-03-06,P117,S1,1,20
SALE000722,2026-03-06,P118,S1,2,180
SALE000723,2026-03-06,P119,S1,5,300
SALE000724,2026-03-06,P120,S1,8,400
SALE000725,2026-03-06,P101,S2,6,60
SALE000726,2026-03-06,P102,S2,1,35
SALE000727,2026-03-06,P103,S2,2,80
SALE000728,2026-03-06,P104,S2,5,180
SALE000729,2026-03-06,P105,S2,7,90
SALE000730,2026-03-06,P106,S2,1,20
SALE000731,2026-03-06,P107,S2,9,50
SALE000732,2026-03-06,P108,S2,2,40
SALE000733,2026-03-06,P109,S2,6,50
SALE000734,2026-03-06,P110,S2,2,120
SALE000735,2026-03-06,P111,S2,6,250
SALE000736,2026-03-06,P112,S2,4,40
SALE000737,2026-03-06,P113,S2,4,120
SALE000738,2026-03-06,P115,S2,3,35
SALE000739,2026-03-06,P116,S2,2,40
SALE000740,2026-03-06,P117,S2,1,20
SALE000741,2026-03-06,P118,S2,2,180
SALE000742,2026-03-06,P119,S2,4,300
SALE000743,2026-03-06,P120,S2,4,400
SALE000744,2026-03-06,P101,S3,8,60
SALE000745,2026-03-06,P103,S3,2,80
SALE000746,2026-03-06,P104,S3,4,180
SALE000747,2026-03-06,P105,S3,3,90
SALE000748,2026-03-06,P107,S3,7,50
SALE000749,2026-03-06,P108,S3,6,40
SALE000750,2026-03-06,P109,S3,6,50
SALE000751,2026-03-06,P110,S3,3,120
SALE000752,2026-03-06,P111,S3,3,250
SALE000753,2026-03-06,P112,S3,3,40
SALE000754,2026-03-06,P113,S3,4,120
SALE000755,2026-03-06,P115,S3,5,35
SALE000756,2026-03-06,P116,S3,2,40
SALE000757,2026-03-06,P117,S3,1,20
SALE000758,2026-03-06,P118,S3,4,180
SALE000759,2026-03-06,P119,S3,4,300
SALE000760,2026-03-06,P120,S3,5,400
SALE000761,2026-03-07,P101,S1,9,60
SALE000762,2026-03-07,P103,S1,2,80
SALE000763,2026-03-07,P104,S1,7,180
SALE000764,2026-03-07,P105,S1,4,90
SALE000765,2026-03-07,P106,S1,2,20
SALE000766,2026-03-07,P107,S1,11,50
SALE000767,2026-03-07,P108,S1,8,40
SALE000768,2026-03-07,P109,S1,5,50
SALE000769,2026-03-07,P110,S1,6,120
SALE000770,2026-03-07,P111,S1,3,250
SALE000771,2026-03-07,P112,S1,8,40
SALE000772,2026-03-07,P113,S1,4,120
SALE000773,2026-03-07,P115,S1,6,35
SALE000774,2026-03-07,P116,S1,3,40
SALE000775,2026-03-07,P117,S1,1,20
SALE000776,2026-03-07,P118,S1,8,180
SALE000777,2026-03-07,P119,S1,3,300
SALE000778,2026-03-07,P120,S1,3,400
SALE000779,2026-03-07,P101,S2,8,60
SALE000780,2026-03-07,P102,S2,1,35
SALE000781,2026-03-07,P103,S2,2,80
SALE000782,2026-03-07,P104,S2,6,180
SALE000783,2026-03-07,P105,S2,6,90
SALE000784,2026-03-07,P106,S2,1,20
SALE000785,2026-03-07,P107,S2,10,50
SALE000786,2026-03-07,P108,S2,6,40
SALE000787,2026-03-07,P109,S2,5,50
SALE000788,2026-03-07,P110,S2,4,120
SALE000789,2026-03-07,P111,S2,2,250
SALE000790,2026-03-07,P112,S2,4,40
SALE000791,2026-03-07,P113,S2,7,120
SALE000792,2026-03-07,P115,S2,4,35
SALE000793,2026-03-07,P116,S2,4,40
SALE000794,2026-03-07,P117,S2,1,20
SALE000795,2026-03-07,P118,S2,5,180
SALE000796,2026-03-07,P119,S2,3,300
SALE000797,2026-03-07,P120,S2,4,400
SALE000798,2026-03-07,P101,S3,7,60
SALE000799,2026-03-07,P103,S3,2,80
SALE000800,2026-03-07,P104,S3,4,180
SALE000801,2026-03-07,P105,S3,5,90
SALE000802,2026-03-07,P106,S3,1,20
SALE000803,2026-03-07,P107,S3,7,50
SALE000804,2026-03-07,P108,S3,2,40
SALE000805,2026-03-07,P109,S3,3,50
SALE000806,2026-03-07,P110,S3,3,120
SALE000807,2026-03-07,P111,S3,4,250
SALE000808,2026-03-07,P112,S3,4,40
SALE000809,2026-03-07,P113,S3,4,120
SALE000810,2026-03-07,P115,S3,5,35
SALE000811,2026-03-07,P116,S3,3,40
SALE000812,2026-03-07,P117,S3,2,20
SALE000813,2026-03-07,P118,S3,4,180
SALE000814,2026-03-07,P119,S3,3,300
SALE000815,2026-03-07,P120,S3,3,400
SALE000816,2026-03-08,P101,S1,11,60
SALE000817,2026-03-08,P103,S1,3,80
SALE000818,2026-03-08,P104,S1,7,180
SALE000819,2026-03-08,P105,S1,4,90
SALE000820,2026-03-08,P106,S1,1,20
SALE000821,2026-03-08,P107,S1,9,50
SALE000822,2026-03-08,P108,S1,5,40
SALE000823,2026-03-08,P109,S1,5,50
SALE000824,2026-03-08,P110,S1,3,120
SALE000825,2026-03-08,P111,S1,4,250
SALE000826,2026-03-08,P112,S1,4,40
SALE000827,2026-03-08,P113,S1,6,120
SALE000828,2026-03-08,P115,S1,7,35
SALE000829,2026-03-08,P116,S1,1,40
SALE000830,2026-03-08,P118,S1,2,180
SALE000831,2026-03-08,P119,S1,7,300
SALE000832,2026-03-08,P120,S1,5,400
SALE000833,2026-03-08,P101,S2,9,60
SALE000834,2026-03-08,P102,S2,1,35
SALE000835,2026-03-08,P103,S2,3,80
SALE000836,2026-03-08,P104,S2,7,180
SALE000837,2026-03-08,P105,S2,6,90
SALE000838,2026-03-08,P106,S2,3,20
SALE000839,2026-03-08,P107,S2,6,50
SALE000840,2026-03-08,P108,S2,4,40
SALE000841,2026-03-08,P109,S2,6,50
SALE000842,2026-03-08,P110,S2,5,120
SALE000843,2026-03-08,P111,S2,4,250
SALE000844,2026-03-08,P112,S2,4,40
SALE000845,2026-03-08,P113,S2,5,120
SALE000846,2026-03-08,P115,S2,3,35
SALE000847,2026-03-08,P116,S2,2,40
SALE000848,2026-03-08,P117,S2,1,20
SALE000849,2026-03-08,P118,S2,5,180
SALE000850,2026-03-08,P119,S2,3,300
SALE000851,2026-03-08,P120,S2,2,400
SALE000852,2026-03-08,P101,S3,8,60
SALE000853,2026-03-08,P102,S3,1,35
SALE000854,2026-03-08,P103,S3,1,80
SALE000855,2026-03-08,P104,S3,5,180
SALE000856,2026-03-08,P105,S3,4,90
SALE000857,2026-03-08,P106,S3,2,20
SALE000858,2026-03-08,P107,S3,8,50
SALE000859,2026-03-08,P108,S3,3,40
SALE000860,2026-03-08,P109,S3,3,50
SALE000861,2026-03-08,P110,S3,6,120
SALE000862,2026-03-08,P111,S3,3,250
SALE000863,2026-03-08,P112,S3,5,40
SALE000864,2026-03-08,P113,S3,1,120
SALE000865,2026-03-08,P115,S3,5,35
SALE000866,2026-03-08,P117,S3,2,20
SALE000867,2026-03-08,P118,S3,3,180
SALE000868,2026-03-08,P119,S3,5,300
SALE000869,2026-03-08,P120,S3,3,400
SALE000870,2026-03-09,P101,S1,10,60
SALE000871,2026-03-09,P103,S1,2,80
SALE000872,2026-03-09,P104,S1,6,180
SALE000873,2026-03-09,P105,S1,8,90
SALE000874,2026-03-09,P106,S1,1,20
SALE000875,2026-03-09,P107,S1,9,50
SALE000876,2026-03-09,P108,S1,5,40
SALE000877,2026-03-09,P109,S1,7,50
SALE000878,2026-03-09,P110,S1,4,120
SALE000879,2026-03-09,P111,S1,8,250
SALE000880,2026-03-09,P112,S1,6,40
SALE000881,2026-03-09,P113,S1,2,120
SALE000882,2026-03-09,P115,S1,6,35
SALE000883,2026-03-09,P116,S1,4,40
SALE000884,2026-03-09,P117,S1,1,20
SALE000885,2026-03-09,P118,S1,5,180
SALE000886,2026-03-09,P119,S1,5,300
SALE000887,2026-03-09,P120,S1,7,400
SALE000888,2026-03-09,P101,S2,10,60
SALE000889,2026-03-09,P102,S2,1,35
SALE000890,2026-03-09,P103,S2,3,80
SALE000891,2026-03-09,P104,S2,6,180
SALE000892,2026-03-09,P105,S2,6,90
SALE000893,2026-03-09,P106,S2,2,20
SALE000894,2026-03-09,P107,S2,10,50
SALE000895,2026-03-09,P108,S2,4,40
SALE000896,2026-03-09,P109,S2,4,50
SALE000897,2026-03-09,P110,S2,4,120
SALE000898,2026-03-09,P111,S2,4,250
SALE000899,2026-03-09,P112,S2,3,40
SALE000900,2026-03-09,P113,S2,2,120
SALE000901,2026-03-09,P115,S2,4,35
SALE000902,2026-03-09,P116,S2,3,40
SALE000903,2026-03-09,P117,S2,2,20
SALE000904,2026-03-09,P118,S2,4,180
SALE000905,2026-03-09,P119,S2,7,300
SALE000906,2026-03-09,P120,S2,3,400
SALE000907,2026-03-09,P101,S3,8,60
SALE000908,2026-03-09,P103,S3,3,80
SALE000909,2026-03-09,P104,S3,6,180
SALE000910,2026-03-09,P105,S3,5,90
SALE000911,2026-03-09,P106,S3,1,20
SALE000912,2026-03-09,P107,S3,8,50
SALE000913,2026-03-09,P108,S3,3,40
SALE000914,2026-03-09,P109,S3,4,50
SALE000915,2026-03-09,P110,S3,3,120
SALE000916,2026-03-09,P111,S3,4,250
SALE000917,2026-03-09,P112,S3,4,40
SALE000918,2026-03-09,P113,S3,4,120
SALE000919,2026-03-09,P115,S3,3,35
SALE000920,2026-03-09,P116,S3,3,40
SALE000921,2026-03-09,P117,S3,1,20
SALE000922,2026-03-09,P118,S3,3,180
SALE000923,2026-03-09,P119,S3,2,300
SALE000924,2026-03-09,P120,S3,2,400
SALE000925,2026-03-10,P101,S1,11,60
SALE000926,2026-03-10,P102,S1,1,35
SALE000927,2026-03-10,P103,S1,1,80
SALE000928,2026-03-10,P104,S1,7,180
SALE000929,2026-03-10,P105,S1,5,90
SALE000930,2026-03-10,P106,S1,1,20
SALE000931,2026-03-10,P107,S1,8,50
SALE000932,2026-03-10,P108,S1,3,40
SALE000933,2026-03-10,P109,S1,4,50
SALE000934,2026-03-10,P110,S1,6,120
SALE000935,2026-03-10,P111,S1,3,250
SALE000936,2026-03-10,P112,S1,3,40
SALE000937,2026-03-10,P113,S1,7,120
SALE000938,2026-03-10,P114,S1,1,30
SALE000939,2026-03-10,P115,S1,4,35
SALE000940,2026-03-10,P116,S1,2,40
SALE000941,2026-03-10,P118,S1,7,180
SALE000942,2026-03-10,P119,S1,6,300
SALE000943,2026-03-10,P120,S1,5,400
SALE000944,2026-03-10,P101,S2,7,60
SALE000945,2026-03-10,P102,S2,1,35
SALE000946,2026-03-10,P103,S2,2,80
SALE000947,2026-03-10,P104,S2,5,180
SALE000948,2026-03-10,P105,S2,4,90
SALE000949,2026-03-10,P106,S2,1,20
SALE000950,2026-03-10,P107,S2,9,50
SALE000951,2026-03-10,P108,S2,7,40
SALE000952,2026-03-10,P109,S2,4,50
SALE000953,2026-03-10,P110,S2,4,120
SALE000954,2026-03-10,P111,S2,3,250
SALE000955,2026-03-10,P112,S2,4,40
SALE000956,2026-03-10,P113,S2,4,120
SALE000957,2026-03-10,P115,S2,4,35
SALE000958,2026-03-10,P116,S2,3,40
SALE000959,2026-03-10,P117,S2,2,20
SALE000960,2026-03-10,P118,S2,5,180
SALE000961,2026-03-10,P119,S2,4,300
SALE000962,2026-03-10,P120,S2,3,400
SALE000963,2026-03-10,P101,S3,7,60
SALE000964,2026-03-10,P104,S3,6,180
SALE000965,2026-03-10,P105,S3,5,90
SALE000966,2026-03-10,P106,S3,1,20
SALE000967,2026-03-10,P107,S3,6,50
SALE000968,2026-03-10,P108,S3,4,40
SALE000969,2026-03-10,P109,S3,2,50
SALE000970,2026-03-10,P110,S3,3,120
SALE000971,2026-03-10,P111,S3,4,250
SALE000972,2026-03-10,P112,S3,4,40
SALE000973,2026-03-10,P113,S3,2,120
SALE000974,2026-03-10,P115,S3,5,35
SALE000975,2026-03-10,P116,S3,1,40
SALE000976,2026-03-10,P117,S3,1,20
SALE000977,2026-03-10,P118,S3,4,180
SALE000978,2026-03-10,P119,S3,5,300
SALE000979,2026-03-10,P120,S3,5,400
SALE000980,2026-03-11,P101,S1,8,60
SALE000981,2026-03-11,P102,S1,1,35
SALE000982,2026-03-11,P103,S1,3,80
SALE000983,2026-03-11,P104,S1,4,180
SALE000984,2026-03-11,P105,S1,5,90
SALE000985,2026-03-11,P106,S1,1,20
SALE000986,2026-03-11,P107,S1,11,50
SALE000987,2026-03-11,P108,S1,3,40
SALE000988,2026-03-11,P109,S1,8,50
SALE000989,2026-03-11,P110,S1,4,120
SALE000990,2026-03-11,P111,S1,4,250
SALE000991,2026-03-11,P112,S1,5,40
SALE000992,2026-03-11,P113,S1,5,120
SALE000993,2026-03-11,P114,S1,1,30
SALE000994,2026-03-11,P115,S1,4,35
SALE000995,2026-03-11,P116,S1,2,40
SALE000996,2026-03-11,P117,S1,1,20
SALE000997,2026-03-11,P118,S1,6,180
SALE000998,2026-03-11,P119,S1,4,300
SALE000999,2026-03-11,P120,S1,4,400
SALE001000,2026-03-11,P101,S2,9,60
SALE001001,2026-03-11,P103,S2,1,80
SALE001002,2026-03-11,P104,S2,7,180
SALE001003,2026-03-11,P105,S2,5,90
SALE001004,2026-03-11,P106,S2,2,20
SALE001005,2026-03-11,P107,S2,10,50
SALE001006,2026-03-11,P108,S2,6,40
SALE001007,2026-03-11,P109,S2,3,50
SALE001008,2026-03-11,P110,S2,3,120
SALE001009,2026-03-11,P111,S2,4,250
SALE001010,2026-03-11,P112,S2,6,40
SALE001011,2026-03-11,P113,S2,2,120
SALE001012,2026-03-11,P115,S2,5,35
SALE001013,2026-03-11,P116,S2,4,40
SALE001014,2026-03-11,P117,S2,2,20
SALE001015,2026-03-11,P118,S2,4,180
SALE001016,2026-03-11,P119,S2,4,300
SALE001017,2026-03-11,P120,S2,4,400
SALE001018,2026-03-11,P101,S3,5,60
SALE001019,2026-03-11,P102,S3,1,35
SALE001020,2026-03-11,P103,S3,1,80
SALE001021,2026-03-11,P104,S3,4,180
SALE001022,2026-03-11,P105,S3,3,90
SALE001023,2026-03-11,P106,S3,2,20
SALE001024,2026-03-11,P107,S3,7,50
SALE001025,2026-03-11,P108,S3,2,40
SALE001026,2026-03-11,P109,S3,5,50
SALE001027,2026-03-11,P110,S3,3,120
SALE001028,2026-03-11,P111,S3,2,250
SALE001029,2026-03-11,P112,S3,5,40
SALE001030,2026-03-11,P113,S3,3,120
SALE001031,2026-03-11,P115,S3,3,35
SALE001032,2026-03-11,P116,S3,1,40
SALE001033,2026-03-11,P117,S3,1,20
SALE001034,2026-03-11,P118,S3,3,180
SALE001035,2026-03-11,P119,S3,5,300
SALE001036,2026-03-11,P120,S3,5,400
SALE001037,2026-03-12,P101,S1,8,60
SALE001038,2026-03-12,P102,S1,1,35
SALE001039,2026-03-12,P103,S1,3,80
SALE001040,2026-03-12,P104,S1,9,180
SALE001041,2026-03-12,P105,S1,6,90
SALE001042,2026-03-12,P106,S1,2,20
SALE001043,2026-03-12,P107,S1,13,50
SALE001044,2026-03-12,P108,S1,4,40
SALE001045,2026-03-12,P109,S1,5,50
SALE001046,2026-03-12,P110,S1,5,120
SALE001047,2026-03-12,P111,S1,8,250
SALE001048,2026-03-12,P112,S1,6,40
SALE001049,2026-03-12,P113,S1,6,120
SALE001050,2026-03-12,P115,S1,4,35
SALE001051,2026-03-12,P116,S1,2,40
SALE001052,2026-03-12,P117,S1,2,20
SALE001053,2026-03-12,P118,S1,3,180
SALE001054,2026-03-12,P119,S1,3,300
SALE001055,2026-03-12,P120,S1,5,400
SALE001056,2026-03-12,P101,S2,7,60
SALE001057,2026-03-12,P103,S2,2,80
SALE001058,2026-03-12,P104,S2,6,180
SALE001059,2026-03-12,P105,S2,4,90
SALE001060,2026-03-12,P107,S2,9,50
SALE001061,2026-03-12,P108,S2,6,40
SALE001062,2026-03-12,P109,S2,5,50
SALE001063,2026-03-12,P110,S2,6,120
SALE001064,2026-03-12,P111,S2,5,250
SALE001065,2026-03-12,P112,S2,5,40
SALE001066,2026-03-12,P113,S2,4,120
SALE001067,2026-03-12,P115,S2,7,35
SALE001068,2026-03-12,P116,S2,1,40
SALE001069,2026-03-12,P117,S2,2,20
SALE001070,2026-03-12,P118,S2,3,180
SALE001071,2026-03-12,P119,S2,5,300
SALE001072,2026-03-12,P120,S2,3,400
SALE001073,2026-03-12,P101,S3,5,60
SALE001074,2026-03-12,P103,S3,3,80
SALE001075,2026-03-12,P104,S3,5,180
SALE001076,2026-03-12,P105,S3,4,90
SALE001077,2026-03-12,P106,S3,2,20
SALE001078,2026-03-12,P107,S3,8,50
SALE001079,2026-03-12,P108,S3,4,40
SALE001080,2026-03-12,P109,S3,5,50
SALE001081,2026-03-12,P110,S3,5,120
SALE001082,2026-03-12,P111,S3,3,250
SALE001083,2026-03-12,P112,S3,3,40
SALE001084,2026-03-12,P113,S3,6,120
SALE001085,2026-03-12,P115,S3,4,35
SALE001086,2026-03-12,P116,S3,1,40
SALE001087,2026-03-12,P118,S3,3,180
SALE001088,2026-03-12,P119,S3,3,300
SALE001089,2026-03-12,P120,S3,2,400
SALE001090,2026-03-13,P101,S1,8,60
SALE001091,2026-03-13,P102,S1,1,35
SALE001092,2026-03-13,P103,S1,1,80
SALE001093,2026-03-13,P104,S1,9,180
SALE001094,2026-03-13,P105,S1,4,90
SALE001095,2026-03-13,P106,S1,1,20
SALE001096,2026-03-13,P107,S1,8,50
SALE001097,2026-03-13,P108,S1,7,40
SALE001098,2026-03-13,P109,S1,4,50
SALE001099,2026-03-13,P110,S1,3,120
SALE001100,2026-03-13,P111,S1,3,250
SALE001101,2026-03-13,P112,S1,4,40
SALE001102,2026-03-13,P113,S1,7,120
SALE001103,2026-03-13,P115,S1,6,35
SALE001104,2026-03-13,P116,S1,1,40
SALE001105,2026-03-13,P117,S1,3,20
SALE001106,2026-03-13,P118,S1,7,180
SALE001107,2026-03-13,P119,S1,4,300
SALE001108,2026-03-13,P120,S1,2,400
SALE001109,2026-03-13,P101,S2,8,60
SALE001110,2026-03-13,P102,S2,1,35
SALE001111,2026-03-13,P103,S2,3,80
SALE001112,2026-03-13,P104,S2,3,180
SALE001113,2026-03-13,P105,S2,4,90
SALE001114,2026-03-13,P106,S2,3,20
SALE001115,2026-03-13,P107,S2,7,50
SALE001116,2026-03-13,P108,S2,5,40
SALE001117,2026-03-13,P109,S2,3,50
SALE001118,2026-03-13,P110,S2,7,120
SALE001119,2026-03-13,P111,S2,3,250
SALE001120,2026-03-13,P112,S2,3,40
SALE001121,2026-03-13,P113,S2,5,120
SALE001122,2026-03-13,P115,S2,3,35
SALE001123,2026-03-13,P116,S2,1,40
SALE001124,2026-03-13,P117,S2,1,20
SALE001125,2026-03-13,P118,S2,4,180
SALE001126,2026-03-13,P119,S2,6,300
SALE001127,2026-03-13,P120,S2,7,400
SALE001128,2026-03-13,P101,S3,8,60
SALE001129,2026-03-13,P102,S3,1,35
SALE001130,2026-03-13,P103,S3,2,80
SALE001131,2026-03-13,P104,S3,4,180
SALE001132,2026-03-13,P105,S3,3,90
SALE001133,2026-03-13,P106,S3,1,20
SALE001134,2026-03-13,P107,S3,6,50
SALE001135,2026-03-13,P108,S3,6,40
SALE001136,2026-03-13,P109,S3,3,50
SALE001137,2026-03-13,P110,S3,5,120
SALE001138,2026-03-13,P111,S3,4,250
SALE001139,2026-03-13,P112,S3,5,40
SALE001140,2026-03-13,P113,S3,4,120
SALE001141,2026-03-13,P114,S3,1,30
SALE001142,2026-03-13,P115,S3,2,35
SALE001143,2026-03-13,P117,S3,1,20
SALE001144,2026-03-13,P118,S3,4,180
SALE001145,2026-03-13,P119,S3,4,300
SALE001146,2026-03-13,P120,S3,4,400
SALE001147,2026-03-14,P101,S1,7,60
SALE001148,2026-03-14,P103,S1,3,80
SALE001149,2026-03-14,P104,S1,7,180
SALE001150,2026-03-14,P105,S1,5,90
SALE001151,2026-03-14,P106,S1,1,20
SALE001152,2026-03-14,P107,S1,12,50
SALE001153,2026-03-14,P108,S1,8,40
SALE001154,2026-03-14,P109,S1,2,50
SALE001155,2026-03-14,P110,S1,3,120
SALE001156,2026-03-14,P111,S1,6,250
SALE001157,2026-03-14,P112,S1,7,40
SALE001158,2026-03-14,P113,S1,5,120
SALE001159,2026-03-14,P115,S1,7,35
SALE001160,2026-03-14,P116,S1,1,40
SALE001161,2026-03-14,P117,S1,2,20
SALE001162,2026-03-14,P118,S1,4,180
SALE001163,2026-03-14,P119,S1,5,300
SALE001164,2026-03-14,P120,S1,6,400
SALE001165,2026-03-14,P101,S2,7,60
SALE001166,2026-03-14,P103,S2,2,80
SALE001167,2026-03-14,P104,S2,7,180
SALE001168,2026-03-14,P105,S2,6,90
SALE001169,2026-03-14,P106,S2,2,20
SALE001170,2026-03-14,P107,S2,9,50
SALE001171,2026-03-14,P108,S2,6,40
SALE001172,2026-03-14,P109,S2,4,50
SALE001173,2026-03-14,P110,S2,3,120
SALE001174,2026-03-14,P111,S2,4,250
SALE001175,2026-03-14,P112,S2,5,40
SALE001176,2026-03-14,P113,S2,5,120
SALE001177,2026-03-14,P115,S2,5,35
SALE001178,2026-03-14,P116,S2,2,40
SALE001179,2026-03-14,P117,S2,2,20
SALE001180,2026-03-14,P118,S2,4,180
SALE001181,2026-03-14,P119,S2,5,300
SALE001182,2026-03-14,P120,S2,5,400
SALE001183,2026-03-14,P101,S3,8,60
SALE001184,2026-03-14,P103,S3,1,80
SALE001185,2026-03-14,P104,S3,6,180
SALE001186,2026-03-14,P105,S3,4,90
SALE001187,2026-03-14,P107,S3,8,50
SALE001188,2026-03-14,P108,S3,4,40
SALE001189,2026-03-14,P109,S3,3,50
SALE001190,2026-03-14,P110,S3,4,120
SALE001191,2026-03-14,P111,S3,4,250
SALE001192,2026-03-14,P112,S3,4,40
SALE001193,2026-03-14,P113,S3,5,120
SALE001194,2026-03-14,P115,S3,5,35
SALE001195,2026-03-14,P116,S3,3,40
SALE001196,2026-03-14,P118,S3,3,180
SALE001197,2026-03-14,P119,S3,2,300
SALE001198,2026-03-14,P120,S3,4,400
SALE001199,2026-03-15,P101,S1,11,60
SALE001200,2026-03-15,P102,S1,1,35
SALE001201,2026-03-15,P103,S1,3,80
SALE001202,2026-03-15,P104,S1,4,180
SALE001203,2026-03-15,P105,S1,5,90
SALE001204,2026-03-15,P106,S1,1,20
SALE001205,2026-03-15,P107,S1,11,50
SALE001206,2026-03-15,P108,S1,7,40
SALE001207,2026-03-15,P109,S1,7,50
SALE001208,2026-03-15,P110,S1,4,120
SALE001209,2026-03-15,P111,S1,5,250
SALE001210,2026-03-15,P112,S1,6,40
SALE001211,2026-03-15,P113,S1,2,120
SALE001212,2026-03-15,P115,S1,5,35
SALE001213,2026-03-15,P116,S1,3,40
