transaction_id,date,transaction_type,product_id,store_id,quantity,source,remarks
TXN0000808,2026-03-06,sale,P107,S3,7,simulation_seed,Historical seeded sale SALE000748
TXN0000809,2026-03-06,sale,P108,S3,6,simulation_seed,Historical seeded sale SALE000749
TXN0000810,2026-03-06,sale,P109,S3,6,simulation_seed,Historical seeded sale SALE000750
TXN0000811,2026-03-06,sale,P110,S3,3,simulation_seed,Historical seeded sale SALE000751
TXN0000812,2026-03-06,sale,P111,S3,3,simulation_seed,Historical seeded sale SALE000752
TXN0000813,2026-03-06,sale,P112,S3,3,simulation_seed,Historical seeded sale SALE000753
TXN0000814,2026-03-06,sale,P113,S3,4,simulation_seed,Historical seeded sale SALE000754
TXN0000815,2026-03-06,sale,P115,S3,5,simulation_seed,Historical seeded sale SALE000755
TXN0000816,2026-03-06,sale,P116,S3,2,simulation_seed,Historical seeded sale SALE000756
TXN0000817,2026-03-06,sale,P117,S3,1,simulation_seed,Historical seeded sale SALE000757
TXN0000818,2026-03-06,sale,P118,S3,4,simulation_seed,Historical seeded sale SALE000758
TXN0000819,2026-03-06,sale,P119,S3,4,simulation_seed,Historical seeded sale SALE000759
TXN0000820,2026-03-06,sale,P120,S3,5,simulation_seed,Historical seeded sale SALE000760
TXN0000821,2026-03-07,sale,P101,S1,9,simulation_seed,Historical seeded sale SALE000761
TXN0000822,2026-03-07,sale,P103,S1,2,simulation_seed,Historical seeded sale SALE000762
TXN0000823,2026-03-07,sale,P104,S1,7,simulation_seed,Historical seeded sale SALE000763
TXN0000824,2026-03-07,sale,P105,S1,4,simulation_seed,Historical seeded sale SALE000764
TXN0000825,2026-03-07,sale,P106,S1,2,simulation_seed,Historical seeded sale SALE000765
TXN0000826,2026-03-07,sale,P107,S1,11,simulation_seed,Historical seeded sale SALE000766
TXN0000827,2026-03-07,sale,P108,S1,8,simulation_seed,Historical seeded sale SALE000767
TXN0000828,2026-03-07,sale,P109,S1,5,simulation_seed,Historical seeded sale SALE000768
TXN0000829,2026-03-07,sale,P110,S1,6,simulation_seed,Historical seeded sale SALE000769
TXN0000830,2026-03-07,sale,P111,S1,3,simulation_seed,Historical seeded sale SALE000770
TXN0000831,2026-03-07,sale,P112,S1,8,simulation_seed,Historical seeded sale SALE000771
TXN0000832,2026-03-07,sale,P113,S1,4,simulation_seed,Historical seeded sale SALE000772
TXN0000833,2026-03-07,sale,P115,S1,6,simulation_seed,Historical seeded sale SALE000773
TXN0000834,2026-03-07,sale,P116,S1,3,simulation_seed,Historical seeded sale SALE000774
TXN0000835,2026-03-07,sale,P117,S1,1,simulation_seed,Historical seeded sale SALE000775
TXN0000836,2026-03-07,sale,P118,S1,8,simulation_seed,Historical seeded sale SALE000776
TXN0000837,2026-03-07,sale,P119,S1,3,simulation_seed,Historical seeded sale SALE000777
TXN0000838,2026-03-07,sale,P120,S1,3,simulation_seed,Historical seeded sale SALE000778
TXN0000839,2026-03-07,sale,P101,S2,8,simulation_seed,Historical seeded sale SALE000779
TXN0000840,2026-03-07,sale,P102,S2,1,simulation_seed,Historical seeded sale SALE000780
TXN0000841,2026-03-07,sale,P103,S2,2,simulation_seed,Historical seeded sale SALE000781
TXN0000842,2026-03-07,sale,P104,S2,6,simulation_seed,Historical seeded sale SALE000782
TXN0000843,2026-03-07,sale,P105,S2,6,simulation_seed,Historical seeded sale SALE000783
TXN0000844,2026-03-07,sale,P106,S2,1,simulation_seed,Historical seeded sale SALE000784
TXN0000845,2026-03-07,sale,P107,S2,10,simulation_seed,Historical seeded sale SALE000785
TXN0000846,2026-03-07,sale,P108,S2,6,simulation_seed,Historical seeded sale SALE000786
TXN0000847,2026-03-07,sale,P109,S2,5,simulation_seed,Historical seeded sale SALE000787
TXN0000848,2026-03-07,sale,P110,S2,4,simulation_seed,Historical seeded sale SALE000788
TXN0000849,2026-03-07,sale,P111,S2,2,simulation_seed,Historical seeded sale SALE000789
TXN0000850,2026-03-07,sale,P112,S2,4,simulation_seed,Historical seeded sale SALE000790
TXN0000851,2026-03-07,sale,P113,S2,7,simulation_seed,Historical seeded sale SALE000791
TXN0000852,2026-03-07,sale,P115,S2,4,simulation_seed,Historical seeded sale SALE000792
TXN0000853,2026-03-07,sale,P116,S2,4,simulation_seed,Historical seeded sale SALE000793
TXN0000854,2026-03-07,sale,P117,S2,1,simulation_seed,Historical seeded sale SALE000794
TXN0000855,2026-03-07,sale,P118,S2,5,simulation_seed,Historical seeded sale SALE000795
TXN0000856,2026-03-07,sale,P119,S2,3,simulation_seed,Historical seeded sale SALE000796
TXN0000857,2026-03-07,sale,P120,S2,4,simulation_seed,Historical seeded sale SALE000797
TXN0000858,2026-03-07,sale,P101,S3,7,simulation_seed,Historical seeded sale SALE000798
TXN0000859,2026-03-07,sale,P103,S3,2,simulation_seed,Historical seeded sale SALE000799
TXN0000860,2026-03-07,sale,P104,S3,4,simulation_seed,Historical seeded sale SALE000800
TXN0000861,2026-03-07,sale,P105,S3,5,simulation_seed,Historical seeded sale SALE000801
TXN0000862,2026-03-07,sale,P106,S3,1,simulation_seed,Historical seeded sale SALE000802
TXN0000863,2026-03-07,sale,P107,S3,7,simulation_seed,Historical seeded sale SALE000803
TXN0000864,2026-03-07,sale,P108,S3,2,simulation_seed,Historical seeded sale SALE000804
TXN0000865,2026-03-07,sale,P109,S3,3,simulation_seed,Historical seeded sale SALE000805
TXN0000866,2026-03-07,sale,P110,S3,3,simulation_seed,Historical seeded sale SALE000806
TXN0000867,2026-03-07,sale,P111,S3,4,simulation_seed,Historical seeded sale SALE000807
TXN0000868,2026-03-07,sale,P112,S3,4,simulation_seed,Historical seeded sale SALE000808
TXN0000869,2026-03-07,sale,P113,S3,4,simulation_seed,Historical seeded sale SALE000809
TXN0000870,2026-03-07,sale,P115,S3,5,simulation_seed,Historical seeded sale SALE000810
TXN0000871,2026-03-07,sale,P116,S3,3,simulation_seed,Historical seeded sale SALE000811
TXN0000872,2026-03-07,sale,P117,S3,2,simulation_seed,Historical seeded sale SALE000812
TXN0000873,2026-03-07,sale,P118,S3,4,simulation_seed,Historical seeded sale SALE000813
TXN0000874,2026-03-07,sale,P119,S3,3,simulation_seed,Historical seeded sale SALE000814
TXN0000875,2026-03-07,sale,P120,S3,3,simulation_seed,Historical seeded sale SALE000815
TXN0000876,2026-03-08,sale,P101,S1,11,simulation_seed,Historical seeded sale SALE000816
TXN0000877,2026-03-08,sale,P103,S1,3,simulation_seed,Historical seeded sale SALE000817
TXN0000878,2026-03-08,sale,P104,S1,7,simulation_seed,Historical seeded sale SALE000818
TXN0000879,2026-03-08,sale,P105,S1,4,simulation_seed,Historical seeded sale SALE000819
TXN0000880,2026-03-08,sale,P106,S1,1,simulation_seed,Historical seeded sale SALE000820
TXN0000881,2026-03-08,sale,P107,S1,9,simulation_seed,Historical seeded sale SALE000821
TXN0000882,2026-03-08,sale,P108,S1,5,simulation_seed,Historical seeded sale SALE000822
TXN0000883,2026-03-08,sale,P109,S1,5,simulation_seed,Historical seeded sale SALE000823
TXN0000884,2026-03-08,sale,P110,S1,3,simulation_seed,Historical seeded sale SALE000824
TXN0000885,2026-03-08,sale,P111,S1,4,simulation_seed,Historical seeded sale SALE000825
TXN0000886,2026-03-08,sale,P112,S1,4,simulation_seed,Historical seeded sale SALE000826
TXN0000887,2026-03-08,sale,P113,S1,6,simulation_seed,Historical seeded sale SALE000827
TXN0000888,2026-03-08,sale,P115,S1,7,simulation_seed,Historical seeded sale SALE000828
TXN0000889,2026-03-08,sale,P116,S1,1,simulation_seed,Historical seeded sale SALE000829
TXN0000890,2026-03-08,sale,P118,S1,2,simulation_seed,Historical seeded sale SALE000830
TXN0000891,2026-03-08,sale,P119,S1,7,simulation_seed,Historical seeded sale SALE000831
TXN0000892,2026-03-08,sale,P120,S1,5,simulation_seed,Historical seeded sale SALE000832
TXN0000893,2026-03-08,sale,P101,S2,9,simulation_seed,Historical seeded sale SALE000833
TXN0000894,2026-03-08,sale,P102,S2,1,simulation_seed,Historical seeded sale SALE000834
TXN0000895,2026-03-08,sale,P103,S2,3,simulation_seed,Historical seeded sale SALE000835
TXN0000896,2026-03-08,sale,P104,S2,7,simulation_seed,Historical seeded sale SALE000836
TXN0000897,2026-03-08,sale,P105,S2,6,simulation_seed,Historical seeded sale SALE000837
TXN0000898,2026-03-08,sale,P106,S2,3,simulation_seed,Historical seeded sale SALE000838
TXN0000899,2026-03-08,sale,P107,S2,6,simulation_seed,Historical seeded sale SALE000839
TXN0000900,2026-03-08,sale,P108,S2,4,simulation_seed,Historical seeded sale SALE000840
TXN0000901,2026-03-08,sale,P109,S2,6,simulation_seed,Historical seeded sale SALE000841
TXN0000902,2026-03-08,sale,P110,S2,5,simulation_seed,Historical seeded sale SALE000842
TXN0000903,2026-03-08,sale,P111,S2,4,simulation_seed,Historical seeded sale SALE000843
TXN0000904,2026-03-08,sale,P112,S2,4,simulation_seed,Historical seeded sale SALE000844
TXN0000905,2026-03-08,sale,P113,S2,5,simulation_seed,Historical seeded sale SALE000845
TXN0000906,2026-03-08,sale,P115,S2,3,simulation_seed,Historical seeded sale SALE000846
TXN0000907,2026-03-08,sale,P116,S2,2,simulation_seed,Historical seeded sale SALE000847
TXN0000908,2026-03-08,sale,P117,S2,1,simulation_seed,Historical seeded sale SALE000848
TXN0000909,2026-03-08,sale,P118,S2,5,simulation_seed,Historical seeded sale SALE000849
TXN0000910,2026-03-08,sale,P119,S2,3,simulation_seed,Historical seeded sale SALE000850
TXN0000911,2026-03-08,sale,P120,S2,2,simulation_seed,Historical seeded sale SALE000851
TXN0000912,2026-03-08,sale,P101,S3,8,simulation_seed,Historical seeded sale SALE000852
TXN0000913,2026-03-08,sale,P102,S3,1,simulation_seed,Historical seeded sale SALE000853
TXN0000914,2026-03-08,sale,P103,S3,1,simulation_seed,Historical seeded sale SALE000854
TXN0000915,2026-03-08,sale,P104,S3,5,simulation_seed,Historical seeded sale SALE000855
TXN0000916,2026-03-08,sale,P105,S3,4,simulation_seed,Historical seeded sale SALE000856
TXN0000917,2026-03-08,sale,P106,S3,2,simulation_seed,Historical seeded sale SALE000857
TXN0000918,2026-03-08,sale,P107,S3,8,simulation_seed,Historical seeded sale SALE000858
TXN0000919,2026-03-08,sale,P108,S3,3,simulation_seed,Historical seeded sale SALE000859
TXN0000920,2026-03-08,sale,P109,S3,3,simulation_seed,Historical seeded sale SALE000860
TXN0000921,2026-03-08,sale,P110,S3,6,simulation_seed,Historical seeded sale SALE000861
TXN0000922,2026-03-08,sale,P111,S3,3,simulation_seed,Historical seeded sale SALE000862
TXN0000923,2026-03-08,sale,P112,S3,5,simulation_seed,Historical seeded sale SALE000863
TXN0000924,2026-03-08,sale,P113,S3,1,simulation_seed,Historical seeded sale SALE000864
TXN0000925,2026-03-08,sale,P115,S3,5,simulation_seed,Historical seeded sale SALE000865
TXN0000926,2026-03-08,sale,P117,S3,2,simulation_seed,Historical seeded sale SALE000866
TXN0000927,2026-03-08,sale,P118,S3,3,simulation_seed,Historical seeded sale SALE000867
TXN0000928,2026-03-08,sale,P119,S3,5,simulation_seed,Historical seeded sale SALE000868
TXN0000929,2026-03-08,sale,P120,S3,3,simulation_seed,Historical seeded sale SALE000869
TXN0000930,2026-03-09,sale,P101,S1,10,simulation_seed,Historical seeded sale SALE000870
TXN0000931,2026-03-09,sale,P103,S1,2,simulation_seed,Historical seeded sale SALE000871
TXN0000932,2026-03-09,sale,P104,S1,6,simulation_seed,Historical seeded sale SALE000872
TXN0000933,2026-03-09,sale,P105,S1,8,simulation_seed,Historical seeded sale SALE000873
TXN0000934,2026-03-09,sale,P106,S1,1,simulation_seed,Historical seeded sale SALE000874
TXN0000935,2026-03-09,sale,P107,S1,9,simulation_seed,Historical seeded sale SALE000875
TXN0000936,2026-03-09,sale,P108,S1,5,simulation_seed,Historical seeded sale SALE000876
TXN0000937,2026-03-09,sale,P109,S1,7,simulation_seed,Historical seeded sale SALE000877
TXN0000938,2026-03-09,sale,P110,S1,4,simulation_seed,Historical seeded sale SALE000878
TXN0000939,2026-03-09,sale,P111,S1,8,simulation_seed,Historical seeded sale SALE000879
TXN0000940,2026-03-09,sale,P112,S1,6,simulation_seed,Historical seeded sale SALE000880
TXN0000941,2026-03-09,sale,P113,S1,2,simulation_seed,Historical seeded sale SALE000881
TXN0000942,2026-03-09,sale,P115,S1,6,simulation_seed,Historical seeded sale SALE000882
TXN0000943,2026-03-09,sale,P116,S1,4,simulation_seed,Historical seeded sale SALE000883
TXN0000944,2026-03-09,sale,P117,S1,1,simulation_seed,Historical seeded sale SALE000884
TXN0000945,2026-03-09,sale,P118,S1,5,simulation_seed,Historical seeded sale SALE000885
TXN0000946,2026-03-09,sale,P119,S1,5,simulation_seed,Historical seeded sale SALE000886
TXN0000947,2026-03-09,sale,P120,S1,7,simulation_seed,Historical seeded sale SALE000887
TXN0000948,2026-03-09,sale,P101,S2,10,simulation_seed,Historical seeded sale SALE000888
TXN0000949,2026-03-09,sale,P102,S2,1,simulation_seed,Historical seeded sale SALE000889
TXN0000950,2026-03-09,sale,P103,S2,3,simulation_seed,Historical seeded sale SALE000890
TXN0000951,2026-03-09,sale,P104,S2,6,simulation_seed,Historical seeded sale SALE000891
TXN0000952,2026-03-09,sale,P105,S2,6,simulation_seed,Historical seeded sale SALE000892
TXN0000953,2026-03-09,sale,P106,S2,2,simulation_seed,Historical seeded sale SALE000893
TXN0000954,2026-03-09,sale,P107,S2,10,simulation_seed,Historical seeded sale SALE000894
TXN0000955,2026-03-09,sale,P108,S2,4,simulation_seed,Historical seeded sale SALE000895
TXN0000956,2026-03-09,sale,P109,S2,4,simulation_seed,Historical seeded sale SALE000896
TXN0000957,2026-03-09,sale,P110,S2,4,simulation_seed,Historical seeded sale SALE000897
TXN0000958,2026-03-09,sale,P111,S2,4,simulation_seed,Historical seeded sale SALE000898
TXN0000959,2026-03-09,sale,P112,S2,3,simulation_seed,Historical seeded sale SALE000899
TXN0000960,2026-03-09,sale,P113,S2,2,simulation_seed,Historical seeded sale SALE000900
TXN0000961,2026-03-09,sale,P115,S2,4,simulation_seed,Historical seeded sale SALE000901
TXN0000962,2026-03-09,sale,P116,S2,3,simulation_seed,Historical seeded sale SALE000902
TXN0000963,2026-03-09,sale,P117,S2,2,simulation_seed,Historical seeded sale SALE000903
TXN0000964,2026-03-09,sale,P118,S2,4,simulation_seed,Historical seeded sale SALE000904
TXN0000965,2026-03-09,sale,P119,S2,7,simulation_seed,Historical seeded sale SALE000905
TXN0000966,2026-03-09,sale,P120,S2,3,simulation_seed,Historical seeded sale SALE000906
TXN0000967,2026-03-09,sale,P101,S3,8,simulation_seed,Historical seeded sale SALE000907
TXN0000968,2026-03-09,sale,P103,S3,3,simulation_seed,Historical seeded sale SALE000908
TXN0000969,2026-03-09,sale,P104,S3,6,simulation_seed,Historical seeded sale SALE000909
TXN0000970,2026-03-09,sale,P105,S3,5,simulation_seed,Historical seeded sale SALE000910
TXN0000971,2026-03-09,sale,P106,S3,1,simulation_seed,Historical seeded sale SALE000911
TXN0000972,2026-03-09,sale,P107,S3,8,simulation_seed,Historical seeded sale SALE000912
TXN0000973,2026-03-09,sale,P108,S3,3,simulation_seed,Historical seeded sale SALE000913
TXN0000974,2026-03-09,sale,P109,S3,4,simulation_seed,Historical seeded sale SALE000914
TXN0000975,2026-03-09,sale,P110,S3,3,simulation_seed,Historical seeded sale SALE000915
TXN0000976,2026-03-09,sale,P111,S3,4,simulation_seed,Historical seeded sale SALE000916
TXN0000977,2026-03-09,sale,P112,S3,4,simulation_seed,Historical seeded sale SALE000917
TXN0000978,2026-03-09,sale,P113,S3,4,simulation_seed,Historical seeded sale SALE000918
TXN0000979,2026-03-09,sale,P115,S3,3,simulation_seed,Historical seeded sale SALE000919
TXN0000980,2026-03-09,sale,P116,S3,3,simulation_seed,Historical seeded sale SALE000920
TXN0000981,2026-03-09,sale,P117,S3,1,simulation_seed,Historical seeded sale SALE000921
TXN0000982,2026-03-09,sale,P118,S3,3,simulation_seed,Historical seeded sale SALE000922
TXN0000983,2026-03-09,sale,P119,S3,2,simulation_seed,Historical seeded sale SALE000923
TXN0000984,2026-03-09,sale,P120,S3,2,simulation_seed,Historical seeded sale SALE000924
TXN0000985,2026-03-10,sale,P101,S1,11,simulation_seed,Historical seeded sale SALE000925
TXN0000986,2026-03-10,sale,P102,S1,1,simulation_seed,Historical seeded sale SALE000926
TXN0000987,2026-03-10,sale,P103,S1,1,simulation_seed,Historical seeded sale SALE000927
TXN0000988,2026-03-10,sale,P104,S1,7,simulation_seed,Historical seeded sale SALE000928
TXN0000989,2026-03-10,sale,P105,S1,5,simulation_seed,Historical seeded sale SALE000929
TXN0000990,2026-03-10,sale,P106,S1,1,simulation_seed,Historical seeded sale SALE000930
TXN0000991,2026-03-10,sale,P107,S1,8,simulation_seed,Historical seeded sale SALE000931
TXN0000992,2026-03-10,sale,P108,S1,3,simulation_seed,Historical seeded sale SALE000932
TXN0000993,2026-03-10,sale,P109,S1,4,simulation_seed,Historical seeded sale SALE000933
TXN0000994,2026-03-10,sale,P110,S1,6,simulation_seed,Historical seeded sale SALE000934
TXN0000995,2026-03-10,sale,P111,S1,3,simulation_seed,Historical seeded sale SALE000935
TXN0000996,2026-03-10,sale,P112,S1,3,simulation_seed,Historical seeded sale SALE000936
TXN0000997,2026-03-10,sale,P113,S1,7,simulation_seed,Historical seeded sale SALE000937
TXN0000998,2026-03-10,sale,P114,S1,1,simulation_seed,Historical seeded sale SALE000938
TXN0000999,2026-03-10,sale,P115,S1,4,simulation_seed,Historical seeded sale SALE000939
TXN0001000,2026-03-10,sale,P116,S1,2,simulation_seed,Historical seeded sale SALE000940
TXN0001001,2026-03-10,sale,P118,S1,7,simulation_seed,Historical seeded sale SALE000941
TXN0001002,2026-03-10,sale,P119,S1,6,simulation_seed,Historical seeded sale SALE000942
TXN0001003,2026-03-10,sale,P120,S1,5,simulation_seed,Historical seeded sale SALE000943
TXN0001004,2026-03-10,sale,P101,S2,7,simulation_seed,Historical seeded sale SALE000944
TXN0001005,2026-03-10,sale,P102,S2,1,simulation_seed,Historical seeded sale SALE000945
TXN0001006,2026-03-10,sale,P103,S2,2,simulation_seed,Historical seeded sale SALE000946
TXN0001007,2026-03-10,sale,P104,S2,5,simulation_seed,Historical seeded sale SALE000947
TXN0001008,2026-03-10,sale,P105,S2,4,simulation_seed,Historical seeded sale SALE000948
TXN0001009,2026-03-10,sale,P106,S2,1,simulation_seed,Historical seeded sale SALE000949
TXN0001010,2026-03-10,sale,P107,S2,9,simulation_seed,Historical seeded sale SALE000950
TXN0001011,2026-03-10,sale,P108,S2,7,simulation_seed,Historical seeded sale SALE000951
TXN0001012,2026-03-10,sale,P109,S2,4,simulation_seed,Historical seeded sale SALE000952
TXN0001013,2026-03-10,sale,P110,S2,4,simulation_seed,Historical seeded sale SALE000953
TXN0001014,2026-03-10,sale,P111,S2,3,simulation_seed,Historical seeded sale SALE000954
TXN0001015,2026-03-10,sale,P112,S2,4,simulation_seed,Historical seeded sale SALE000955
TXN0001016,2026-03-10,sale,P113,S2,4,simulation_seed,Historical seeded sale SALE000956
TXN0001017,2026-03-10,sale,P115,S2,4,simulation_seed,Historical seeded sale SALE000957
TXN0001018,2026-03-10,sale,P116,S2,3,simulation_seed,Historical seeded sale SALE000958
TXN0001019,2026-03-10,sale,P117,S2,2,simulation_seed,Historical seeded sale SALE000959
TXN0001020,2026-03-10,sale,P118,S2,5,simulation_seed,Historical seeded sale SALE000960
TXN0001021,2026-03-10,sale,P119,S2,4,simulation_seed,Historical seeded sale SALE000961
TXN0001022,2026-03-10,sale,P120,S2,3,simulation_seed,Historical seeded sale SALE000962
TXN0001023,2026-03-10,sale,P101,S3,7,simulation_seed,Historical seeded sale SALE000963
TXN0001024,2026-03-10,sale,P104,S3,6,simulation_seed,Historical seeded sale SALE000964
TXN0001025,2026-03-10,sale,P105,S3,5,simulation_seed,Historical seeded sale SALE000965
TXN0001026,2026-03-10,sale,P106,S3,1,simulation_seed,Historical seeded sale SALE000966
TXN0001027,2026-03-10,sale,P107,S3,6,simulation_seed,Historical seeded sale SALE000967
TXN0001028,2026-03-10,sale,P108,S3,4,simulation_seed,Historical seeded sale SALE000968
TXN0001029,2026-03-10,sale,P109,S3,2,simulation_seed,Historical seeded sale SALE000969
TXN0001030,2026-03-10,sale,P110,S3,3,simulation_seed,Historical seeded sale SALE000970
TXN0001031,2026-03-10,sale,P111,S3,4,simulation_seed,Historical seeded sale SALE000971
TXN0001032,2026-03-10,sale,P112,S3,4,simulation_seed,Historical seeded sale SALE000972
TXN0001033,2026-03-10,sale,P113,S3,2,simulation_seed,Historical seeded sale SALE000973
TXN0001034,2026-03-10,sale,P115,S3,5,simulation_seed,Historical seeded sale SALE000974
TXN0001035,2026-03-10,sale,P116,S3,1,simulation_seed,Historical seeded sale SALE000975
TXN0001036,2026-03-10,sale,P117,S3,1,simulation_seed,Historical seeded sale SALE000976
TXN0001037,2026-03-10,sale,P118,S3,4,simulation_seed,Historical seeded sale SALE000977
TXN0001038,2026-03-10,sale,P119,S3,5,simulation_seed,Historical seeded sale SALE000978
TXN0001039,2026-03-10,sale,P120,S3,5,simulation_seed,Historical seeded sale SALE000979
TXN0001040,2026-03-11,sale,P101,S1,8,simulation_seed,Historical seeded sale SALE000980
TXN0001041,2026-03-11,sale,P102,S1,1,simulation_seed,Historical seeded sale SALE000981
TXN0001042,2026-03-11,sale,P103,S1,3,simulation_seed,Historical seeded sale SALE000982
TXN0001043,2026-03-11,sale,P104,S1,4,simulation_seed,Historical seeded sale SALE000983
TXN0001044,2026-03-11,sale,P105,S1,5,simulation_seed,Historical seeded sale SALE000984
TXN0001045,2026-03-11,sale,P106,S1,1,simulation_seed,Historical seeded sale SALE000985
TXN0001046,2026-03-11,sale,P107,S1,11,simulation_seed,Historical seeded sale SALE000986
TXN0001047,2026-03-11,sale,P108,S1,3,simulation_seed,Historical seeded sale SALE000987
TXN0001048,2026-03-11,sale,P109,S1,8,simulation_seed,Historical seeded sale SALE000988
TXN0001049,2026-03-11,sale,P110,S1,4,simulation_seed,Historical seeded sale SALE000989
TXN0001050,2026-03-11,sale,P111,S1,4,simulation_seed,Historical seeded sale SALE000990
TXN0001051,2026-03-11,sale,P112,S1,5,simulation_seed,Historical seeded sale SALE000991
TXN0001052,2026-03-11,sale,P113,S1,5,simulation_seed,Historical seeded sale SALE000992
TXN0001053,2026-03-11,sale,P114,S1,1,simulation_seed,Historical seeded sale SALE000993
TXN0001054,2026-03-11,sale,P115,S1,4,simulation_seed,Historical seeded sale SALE000994
TXN0001055,2026-03-11,sale,P116,S1,2,simulation_seed,Historical seeded sale SALE000995
TXN0001056,2026-03-11,sale,P117,S1,1,simulation_seed,Historical seeded sale SALE000996
TXN0001057,2026-03-11,sale,P118,S1,6,simulation_seed,Historical seeded sale SALE000997
TXN0001058,2026-03-11,sale,P119,S1,4,simulation_seed,Historical seeded sale SALE000998
TXN0001059,2026-03-11,sale,P120,S1,4,simulation_seed,Historical seeded sale SALE000999
TXN0001060,2026-03-11,sale,P101,S2,9,simulation_seed,Historical seeded sale SALE001000
TXN0001061,2026-03-11,sale,P103,S2,1,simulation_seed,Historical seeded sale SALE001001
TXN0001062,2026-03-11,sale,P104,S2,7,simulation_seed,Historical seeded sale SALE001002
TXN0001063,2026-03-11,sale,P105,S2,5,simulation_seed,Historical seeded sale SALE001003
TXN0001064,2026-03-11,sale,P106,S2,2,simulation_seed,Historical seeded sale SALE001004
TXN0001065,2026-03-11,sale,P107,S2,10,simulation_seed,Historical seeded sale SALE001005
TXN0001066,2026-03-11,sale,P108,S2,6,simulation_seed,Historical seeded sale SALE001006
TXN0001067,2026-03-11,sale,P109,S2,3,simulation_seed,Historical seeded sale SALE001007
TXN0001068,2026-03-11,sale,P110,S2,3,simulation_seed,Historical seeded sale SALE001008
TXN0001069,2026-03-11,sale,P111,S2,4,simulation_seed,Historical seeded sale SALE001009
TXN0001070,2026-03-11,sale,P112,S2,6,simulation_seed,Historical seeded sale SALE001010
TXN0001071,2026-03-11,sale,P113,S2,2,simulation_seed,Historical seeded sale SALE001011
TXN0001072,2026-03-11,sale,P115,S2,5,simulation_seed,Historical seeded sale SALE001012
TXN0001073,2026-03-11,sale,P116,S2,4,simulation_seed,Historical seeded sale SALE001013
TXN0001074,2026-03-11,sale,P117,S2,2,simulation_seed,Historical seeded sale SALE001014
TXN0001075,2026-03-11,sale,P118,S2,4,simulation_seed,Historical seeded sale SALE001015
TXN0001076,2026-03-11,sale,P119,S2,4,simulation_seed,Historical seeded sale SALE001016
TXN0001077,2026-03-11,sale,P120,S2,4,simulation_seed,Historical seeded sale SALE001017
TXN0001078,2026-03-11,sale,P101,S3,5,simulation_seed,Historical seeded sale SALE001018
TXN0001079,2026-03-11,sale,P102,S3,1,simulation_seed,Historical seeded sale SALE001019
TXN0001080,2026-03-11,sale,P103,S3,1,simulation_seed,Historical seeded sale SALE001020
TXN0001081,2026-03-11,sale,P104,S3,4,simulation_seed,Historical seeded sale SALE001021
TXN0001082,2026-03-11,sale,P105,S3,3,simulation_seed,Historical seeded sale SALE001022
TXN0001083,2026-03-11,sale,P106,S3,2,simulation_seed,Historical seeded sale SALE001023
TXN0001084,2026-03-11,sale,P107,S3,7,simulation_seed,Historical seeded sale SALE001024
TXN0001085,2026-03-11,sale,P108,S3,2,simulation_seed,Historical seeded sale SALE001025
TXN0001086,2026-03-11,sale,P109,S3,5,simulation_seed,Historical seeded sale SALE001026
TXN0001087,2026-03-11,sale,P110,S3,3,simulation_seed,Historical seeded sale SALE001027
TXN0001088,2026-03-11,sale,P111,S3,2,simulation_seed,Historical seeded sale SALE001028
TXN0001089,2026-03-11,sale,P112,S3,5,simulation_seed,Historical seeded sale SALE001029
TXN0001090,2026-03-11,sale,P113,S3,3,simulation_seed,Historical seeded sale SALE001030
TXN0001091,2026-03-11,sale,P115,S3,3,simulation_seed,Historical seeded sale SALE001031
TXN0001092,2026-03-11,sale,P116,S3,1,simulation_seed,Historical seeded sale SALE001032
TXN0001093,2026-03-11,sale,P117,S3,1,simulation_seed,Historical seeded sale SALE001033
TXN0001094,2026-03-11,sale,P118,S3,3,simulation_seed,Historical seeded sale SALE001034
TXN0001095,2026-03-11,sale,P119,S3,5,simulation_seed,Historical seeded sale SALE001035
TXN0001096,2026-03-11,sale,P120,S3,5,simulation_seed,Historical seeded sale SALE001036
TXN0001097,2026-03-12,sale,P101,S1,8,simulation_seed,Historical seeded sale SALE001037
TXN0001098,2026-03-12,sale,P102,S1,1,simulation_seed,Historical seeded sale SALE001038
TXN0001099,2026-03-12,sale,P103,S1,3,simulation_seed,Historical seeded sale SALE001039
TXN0001100,2026-03-12,sale,P104,S1,9,simulation_seed,Historical seeded sale SALE001040
TXN0001101,2026-03-12,sale,P105,S1,6,simulation_seed,Historical seeded sale SALE001041
TXN0001102,2026-03-12,sale,P106,S1,2,simulation_seed,Historical seeded sale SALE001042
TXN0001103,2026-03-12,sale,P107,S1,13,simulation_seed,Historical seeded sale SALE001043
TXN0001104,2026-03-12,sale,P108,S1,4,simulation_seed,Historical seeded sale SALE001044
TXN0001105,2026-03-12,sale,P109,S1,5,simulation_seed,Historical seeded sale SALE001045
TXN0001106,2026-03-12,sale,P110,S1,5,simulation_seed,Historical seeded sale SALE001046
TXN0001107,2026-03-12,sale,P111,S1,8,simulation_seed,Historical seeded sale SALE001047
TXN0001108,2026-03-12,sale,P112,S1,6,simulation_seed,Historical seeded sale SALE001048
TXN0001109,2026-03-12,sale,P113,S1,6,simulation_seed,Historical seeded sale SALE001049
TXN0001110,2026-03-12,sale,P115,S1,4,simulation_seed,Historical seeded sale SALE001050
